Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
Station04,148,2024-08-18 02:27:00,226.73,0.04,0.41,0.003,49.68,0.03
Station04,149,2024-08-18 02:28:00,225.57,0.02,0.09,0.002,50.36,0.06
Station04,150,2024-08-18 02:29:00,229.38,0.03,0.4,0.002,49.67,0.04
Station04,151,2024-08-18 02:30:00,236.03,0.05,0.49,0.002,50.12,0.0
Station04,152,2024-08-18 02:31:00,228.94,0.02,0.46,0.003,49.89,0.06
Station04,153,2024-08-18 02:32:00,229.07,0.03,0.03,0.002,50.18,0.01
Station04,154,2024-08-18 02:33:00,239.07,0.04,0.27,0.003,50.07,0.01
Station04,155,2024-08-18 02:34:00,234.74,0.04,0.48,0.002,49.78,0.04
Station04,156,2024-08-18 02:35:00,239.37,0.03,0.16,0.002,50.48,0.08
Station04,157,2024-08-18 02:36:00,239.44,0.03,0.15,0.002,50.32,0.08
Station04,158,2024-08-18 02:37:00,233.73,0.03,0.15,0.002,49.77,0.09
Station04,159,2024-08-18 02:38:00,236.38,0.03,0.33,0.001,50.45,0.07
Station04,160,2024-08-18 02:39:00,230.34,0.02,0.13,0.002,50.34,0.04
Station04,161,2024-08-18 02:40:00,227.73,0.03,0.38,0.002,50.46,0.05
Station04,162,2024-08-18 02:41:00,232.66,0.05,0.02,0.002,49.89,0.09
Station04,163,2024-08-18 02:42:00,224.18,0.05,0.49,0.003,50.29,0.07
Station04,164,2024-08-18 02:43:00,225.57,0.03,0.12,0.002,50.2,0.03
Station04,165,2024-08-18 02:44:00,229.14,0.05,0.13,0.002,49.51,0.08
Station04,166,2024-08-18 02:45:00,229.63,0.02,0.23,0.003,49.5,0.01
Station04,167,2024-08-18 02:46:00,226.97,0.04,0.3,0.002,50.15,0.05
Station04,168,2024-08-18 02:47:00,231.99,0.04,0.31,0.002,50.17,0.07
Station04,169,2024-08-18 02:48:00,225.91,0.05,0.23,0.002,50.47,0.08
Station04,170,2024-08-18 02:49:00,238.52,0.02,0.13,0.003,49.6,0.08
Station04,171,2024-08-18 02:50:00,231.32,0.04,0.48,0.002,49.51,0.02
Station04,172,2024-08-18 02:51:00,221.31,0.04,0.02,0.002,50.1,0.01
Station04,173,2024-08-18 02:52:00,232.29,0.05,0.46,0.002,50.48,0.09
Station04,174,2024-08-18 02:53:00,224.46,0.03,0.11,0.001,50.18,0.08
Station04,175,2024-08-18 02:54:00,226.76,0.05,0.42,0.003,49.56,0.05
Station04,176,2024-08-18 02:55:00,225.82,0.02,0.13,0.001,49.5,0.06
Station04,177,2024-08-18 02:56:00,234.98,0.04,0.37,0.003,49.68,0.02
Station04,178,2024-08-18 02:57:00,237.61,0.03,0.1,0.002,50.46,0.03
Station04,179,2024-08-18 02:58:00,232.07,0.02,0.13,0.001,50.21,0.08
Station04,180,2024-08-18 02:59:00,235.48,0.04,0.3,0.001,50.47,0.01
Station04,181,2024-08-18 03:00:00,238.68,0.05,0.1,0.002,49.97,0.04
Station04,182,2024-08-18 03:01:00,220.32,0.04,0.13,0.002,50.16,0.01
Station04,183,2024-08-18 03:02:00,237.21,0.03,0.12,0.002,49.8,0.01
Station04,184,2024-08-18 03:03:00,225.22,0.05,0.47,0.003,50.0,0.03
Station04,185,2024-08-18 03:04:00,226.27,0.05,0.13,0.003,50.36,0.07
Station04,186,2024-08-18 03:05:00,232.24,0.03,0.18,0.001,49.71,0.09
Station04,187,2024-08-18 03:06:00,230.95,0.04,0.38,0.002,49.52,0.07
Station04,188,2024-08-18 03:07:00,239.66,0.02,0.31,0.003,49.59,0.05
Station04,189,2024-08-18 03:08:00,235.36,0.05,0.14,0.003,49.82,0.02
Station04,190,2024-08-18 03:09:00,231.45,0.04,0.22,0.002,49.78,0.01
Station04,191,2024-08-18 03:10:00,221.46,0.05,0.49,0.003,49.66,0.01
Station04,192,2024-08-18 03:11:00,239.4,0.03,0.34,0.002,50.14,0.0
Station04,193,2024-08-18 03:12:00,238.05,0.03,0.27,0.002,49.78,0.1
Station04,194,2024-08-18 03:13:00,231.81,0.05,0.13,0.001,49.76,0.09
Station04,195,2024-08-18 03:14:00,226.84,0.03,0.08,0.001,50.22,0.02
Station04,196,2024-08-18 03:15:00,232.49,0.05,0.05,0.002,50.26,0.05
Station04,197,2024-08-18 03:16:00,227.13,0.03,0.34,0.001,49.51,0.06
Station04,198,2024-08-18 03:17:00,233.63,0.05,0.24,0.002,49.73,0.0
Station04,199,2024-08-18 03:18:00,235.23,0.03,0.28,0.003,49.73,0.08
Station04,200,2024-08-18 03:19:00,223.66,0.04,0.22,0.001,50.16,0.09
Station04,201,2024-08-18 03:20:00,236.37,0.02,0.41,0.002,50.23,0.04
Station04,202,2024-08-18 03:21:00,230.12,0.04,0.49,0.001,49.89,0.08
Station04,203,2024-08-18 03:22:00,238.89,0.03,0.13,0.003,49.93,0.09
Station04,204,2024-08-18 03:23:00,238.77,0.02,0.35,0.001,50.44,0.1
Station04,205,2024-08-18 03:24:00,225.14,0.03,0.44,0.002,50.13,0.06
Station04,206,2024-08-18 03:25:00,233.48,0.03,0.12,0.002,50.16,0.03
Station04,207,2024-08-18 03:26:00,229.54,0.04,0.01,0.001,49.63,0.01
Station04,208,2024-08-18 03:27:00,225.97,0.04,0.17,0.002,50.35,0.05
Station04,209,2024-08-18 03:28:00,222.79,0.02,0.28,0.003,49.96,0.09
Station04,210,2024-08-18 03:29:00,235.51,0.05,0.08,0.001,49.77,0.0
Station04,211,2024-08-18 03:30:00,229.42,0.04,0.46,0.002,50.25,0.06
Station04,212,2024-08-18 03:31:00,236.16,0.02,0.15,0.003,50.34,0.07
Station04,213,2024-08-18 03:32:00,238.16,0.03,0.04,0.002,50.17,0.06
Station04,214,2024-08-18 03:33:00,231.9,0.04,0.34,0.002,50.37,0.01
Station04,215,2024-08-18 03:34:00,220.71,0.03,0.24,0.002,49.68,0.04
Station04,216,2024-08-18 03:35:00,228.01,0.05,0.04,0.003,50.08,0.03
Station04,217,2024-08-18 03:36:00,221.4,0.03,0.4,0.003,49.77,0.09
Station04,218,2024-08-18 03:37:00,220.25,0.04,0.0,0.001,49.95,0.04
Station04,219,2024-08-18 03:38:00,221.13,0.02,0.25,0.002,49.69,0.0
Station04,220,2024-08-18 03:39:00,221.23,0.04,0.49,0.002,50.04,0.06
Station04,221,2024-08-18 03:40:00,230.44,0.05,0.01,0.002,49.66,0.05
Station04,222,2024-08-18 03:41:00,223.44,0.04,0.03,0.002,49.99,0.03
Station04,223,2024-08-18 03:42:00,235.17,0.05,0.3,0.001,49.83,0.08
Station04,224,2024-08-18 03:43:00,239.76,0.03,0.18,0.002,50.36,0.09
Station04,225,2024-08-18 03:44:00,226.76,0.03,0.21,0.003,50.04,0.1
Station04,226,2024-08-18 03:45:00,227.88,0.05,0.38,0.003,49.74,0.02
Station04,227,2024-08-18 03:46:00,221.38,0.05,0.46,0.003,50.36,0.02
Station04,228,2024-08-18 03:47:00,237.18,0.03,0.2,0.001,49.63,0.06
Station04,229,2024-08-18 03:48:00,228.65,0.05,0.32,0.001,49.93,0.05
Station04,230,2024-08-18 03:49:00,235.96,0.05,0.25,0.003,49.9,0.04
Station04,231,2024-08-18 03:50:00,227.03,0.03,0.26,0.001,50.43,0.0
Station04,232,2024-08-18 03:51:00,236.55,0.05,0.36,0.002,49.58,0.06
Station04,233,2024-08-18 03:52:00,223.66,0.02,0.4,0.003,50.39,0.1
Station04,234,2024-08-18 03:53:00,233.28,0.03,0.36,0.001,49.79,0.03
Station04,235,2024-08-18 03:54:00,223.67,0.03,0.27,0.001,50.47,0.07
Station04,236,2024-08-18 03:55:00,236.58,0.04,0.09,0.003,50.3,0.02
Station04,237,2024-08-18 03:56:00,230.57,0.05,0.31,0.001,50.01,0.0
Station04,238,2024-08-18 03:57:00,223.7,0.05,0.37,0.002,49.94,0.0
Station04,239,2024-08-18 03:58:00,231.36,0.03,0.22,0.003,50.22,0.03
Station04,240,2024-08-18 03:59:00,225.22,0.04,0.38,0.001,50.29,0.07
Station04,241,2024-08-18 04:00:00,234.31,0.04,0.0,0.001,50.5,0.06
Station04,242,2024-08-18 04:01:00,239.46,0.02,0.21,0.002,50.19,0.05
Station04,243,2024-08-18 04:02:00,224.81,0.03,0.23,0.003,49.77,0.08
Station04,244,2024-08-18 04:03:00,229.06,0.04,0.29,0.002,49.67,0.08
Station04,245,2024-08-18 04:04:00,222.51,0.04,0.5,0.002,50.49,0.1
Station04,246,2024-08-18 04:05:00,235.36,0.03,0.08,0.002,49.64,0.03
Station04,247,2024-08-18 04:06:00,235.3,0.03,0.19,0.002,49.85,0.05
Station04,248,2024-08-18 04:07:00,238.61,0.03,0.5,0.002,49.69,0.0
Station04,249,2024-08-18 04:08:00,238.41,0.04,0.2,0.003,49.52,0.03
Station04,250,2024-08-18 04:09:00,237.18,0.05,0.19,0.002,49.62,0.05
Station04,251,2024-08-18 04:10:00,232.05,0.04,0.45,0.002,49.89,0.09
Station04,252,2024-08-18 04:11:00,228.52,0.04,0.39,0.001,49.84,0.08
Station04,253,2024-08-18 04:12:00,226.69,0.05,0.27,0.002,49.74,0.01
Station04,254,2024-08-18 04:13:00,228.08,0.04,0.14,0.002,49.73,0.07
Station04,255,2024-08-18 04:14:00,224.46,0.04,0.16,0.002,50.23,0.09
Station04,256,2024-08-18 04:15:00,232.73,0.02,0.06,0.003,49.95,0.08
Station04,257,2024-08-18 04:16:00,234.94,0.04,0.22,0.002,50.37,0.05
Station04,258,2024-08-18 04:17:00,232.52,0.04,0.29,0.002,49.95,0.03
Station04,259,2024-08-18 04:18:00,222.86,0.05,0.15,0.002,50.38,0.05
Station04,260,2024-08-18 04:19:00,224.85,0.03,0.5,0.003,50.32,0.04
Station04,261,2024-08-18 04:20:00,231.9,0.05,0.31,0.001,50.16,0.04
Station04,262,2024-08-18 04:21:00,222.88,0.05,0.23,0.003,50.26,0.01
Station04,263,2024-08-18 04:22:00,225.35,0.03,0.4,0.003,49.88,0.1
Station04,264,2024-08-18 04:23:00,226.46,0.05,0.01,0.001,50.1,0.08
Station04,265,2024-08-18 04:24:00,231.49,0.05,0.24,0.002,49.96,0.09
Station04,266,2024-08-18 04:25:00,233.22,0.04,0.17,0.003,50.06,0.04
Station04,267,2024-08-18 04:26:00,227.35,0.05,0.16,0.003,49.73,0.06
Station04,268,2024-08-18 04:27:00,232.17,0.03,0.4,0.002,49.71,0.04
Station04,269,2024-08-18 04:28:00,229.45,0.03,0.45,0.001,50.04,0.0
Station04,270,2024-08-18 04:29:00,224.48,0.03,0.26,0.003,50.48,0.04
Station04,271,2024-08-18 04:30:00,227.64,0.04,0.09,0.002,49.83,0.02
Station04,272,2024-08-18 04:31:00,230.56,0.04,0.26,0.003,50.38,0.06
Station04,273,2024-08-18 04:32:00,232.02,0.04,0.13,0.002,50.42,0.03
Station04,274,2024-08-18 04:33:00,227.3,0.03,0.44,0.002,50.24,0.09
Station04,275,2024-08-18 04:34:00,224.04,0.04,0.1,0.002,50.31,0.05
Station04,276,2024-08-18 04:35:00,220.33,0.03,0.44,0.001,50.25,0.08
Station04,277,2024-08-18 04:36:00,229.92,0.05,0.31,0.003,49.93,0.02
Station04,278,2024-08-18 04:37:00,230.9,0.04,0.11,0.003,49.72,0.07
Station04,279,2024-08-18 04:38:00,225.68,0.02,0.23,0.003,50.32,0.09
Station04,280,2024-08-18 04:39:00,239.83,0.04,0.49,0.003,49.93,0.08
Station04,281,2024-08-18 04:40:00,220.17,0.05,0.37,0.001,49.97,0.05
Station04,282,2024-08-18 04:41:00,229.92,0.04,0.3,0.002,49.6,0.04
Station04,283,2024-08-18 04:42:00,225.96,0.04,0.39,0.003,49.9,0.02
Station04,284,2024-08-18 04:43:00,229.06,0.04,0.35,0.002,49.96,0.09
Station04,285,2024-08-18 04:44:00,224.45,0.03,0.38,0.002,50.36,0.05
Station04,286,2024-08-18 04:45:00,228.47,0.04,0.07,0.002,49.88,0.08
Station04,287,2024-08-18 04:46:00,221.65,0.04,0.1,0.001,49.6,0.06
Station04,288,2024-08-18 04:47:00,235.32,0.04,0.39,0.002,49.89,0.01
Station04,289,2024-08-18 04:48:00,222.39,0.04,0.23,0.002,50.14,0.02
Station04,290,2024-08-18 04:49:00,220.18,0.03,0.46,0.002,50.44,0.06
Station04,291,2024-08-18 04:50:00,222.16,0.04,0.45,0.002,50.21,0.07
Station04,292,2024-08-18 04:51:00,222.87,0.03,0.17,0.002,50.31,0.09
Station04,293,2024-08-18 04:52:00,225.57,0.03,0.2,0.002,49.58,0.1
Station04,294,2024-08-18 04:53:00,230.76,0.03,0.13,0.003,49.88,0.04
Station04,295,2024-08-18 04:54:00,220.28,0.04,0.15,0.003,49.71,0.04
Station04,296,2024-08-18 04:55:00,224.54,0.03,0.19,0.002,49.75,0.01
Station04,297,2024-08-18 04:56:00,236.29,0.02,0.39,0.001,49.86,0.09
Station04,298,2024-08-18 04:57:00,225.98,0.03,0.24,0.001,49.9,0.09
Station04,299,2024-08-18 04:58:00,225.15,0.04,0.42,0.002,50.0,0.07
Station04,300,2024-08-18 04:59:00,236.53,0.03,0.4,0.002,50.19,0.03
Station04,301,2024-08-18 05:00:00,224.81,0.04,0.24,0.002,49.85,0.02
Station04,302,2024-08-18 05:01:00,224.1,0.05,0.46,0.001,49.81,0.04
Station04,303,2024-08-18 05:02:00,233.96,0.05,0.47,0.003,49.56,0.07
Station04,304,2024-08-18 05:03:00,230.39,0.03,0.11,0.001,50.18,0.1
Station04,305,2024-08-18 05:04:00,232.69,0.02,0.29,0.003,49.56,0.06
Station04,306,2024-08-18 05:05:00,227.65,0.03,0.34,0.002,49.6,0.07
Station04,307,2024-08-18 05:06:00,231.11,0.03,0.23,0.001,50.14,0.01
Station04,308,2024-08-18 05:07:00,236.26,0.03,0.46,0.002,50.27,0.01
Station04,309,2024-08-18 05:08:00,220.39,0.04,0.45,0.002,50.47,0.08
Station04,310,2024-08-18 05:09:00,222.04,0.03,0.36,0.002,50.01,0.09
Station04,311,2024-08-18 05:10:00,234.13,0.03,0.34,0.003,49.59,0.03
Station04,312,2024-08-18 05:11:00,239.37,0.03,0.3,0.002,49.59,0.01
Station04,313,2024-08-18 05:12:00,220.05,0.02,0.08,0.003,50.02,0.01
Station04,314,2024-08-18 05:13:00,226.09,0.02,0.13,0.002,49.53,0.07
Station04,315,2024-08-18 05:14:00,233.95,0.04,0.07,0.002,49.82,0.07
Station04,316,2024-08-18 05:15:00,225.45,0.02,0.11,0.002,50.24,0.04
Station04,317,2024-08-18 05:16:00,226.62,0.04,0.04,0.002,49.81,0.07
Station04,318,2024-08-18 05:17:00,227.06,0.05,0.3,0.001,50.06,0.07
Station04,319,2024-08-18 05:18:00,232.04,0.04,0.31,0.001,50.48,0.03
Station04,320,2024-08-18 05:19:00,230.01,0.04,0.45,0.002,49.81,0.02
Station04,321,2024-08-18 05:20:00,227.1,0.05,0.03,0.002,49.94,0.03
Station04,322,2024-08-18 05:21:00,237.58,0.04,0.15,0.001,49.55,0.01
Station04,323,2024-08-18 05:22:00,236.75,0.02,0.07,0.002,50.35,0.05
