Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
Station04,24,2024-08-19 00:23:00,232.43,0.04,0.31,0.001,49.65,0.1
Station04,25,2024-08-19 00:24:00,235.21,0.03,0.23,0.003,49.99,0.06
Station04,26,2024-08-19 00:25:00,227.54,0.02,0.2,0.001,50.4,0.09
Station04,27,2024-08-19 00:26:00,231.57,0.03,0.46,0.002,50.1,0.04
Station04,28,2024-08-19 00:27:00,228.98,0.05,0.36,0.003,50.01,0.08
Station04,29,2024-08-19 00:28:00,220.61,0.04,0.26,0.002,50.43,0.02
Station04,30,2024-08-19 00:29:00,231.62,0.03,0.03,0.001,49.71,0.01
Station04,31,2024-08-19 00:30:00,229.08,0.02,0.34,0.001,49.84,0.07
Station04,32,2024-08-19 00:31:00,234.71,0.05,0.46,0.002,49.58,0.0
Station04,33,2024-08-19 00:32:00,231.26,0.03,0.36,0.002,49.65,0.05
Station04,34,2024-08-19 00:33:00,222.08,0.03,0.5,0.001,50.3,0.01
Station04,35,2024-08-19 00:34:00,230.87,0.03,0.45,0.003,49.84,0.02
Station04,36,2024-08-19 00:35:00,239.22,0.03,0.21,0.002,50.21,0.06
Station04,37,2024-08-19 00:36:00,222.28,0.04,0.0,0.001,50.42,0.05
Station04,38,2024-08-19 00:37:00,223.7,0.03,0.27,0.001,49.72,0.1
Station04,39,2024-08-19 00:38:00,233.07,0.03,0.4,0.003,50.39,0.09
Station04,40,2024-08-19 00:39:00,226.25,0.04,0.4,0.002,49.63,0.02
Station04,41,2024-08-19 00:40:00,224.38,0.03,0.37,0.002,49.95,0.02
Station04,42,2024-08-19 00:41:00,220.95,0.02,0.19,0.002,50.02,0.03
Station04,43,2024-08-19 00:42:00,232.8,0.03,0.13,0.001,50.15,0.07
Station04,44,2024-08-19 00:43:00,222.38,0.03,0.34,0.003,49.63,0.07
Station04,45,2024-08-19 00:44:00,233.16,0.03,0.13,0.001,50.34,0.03
Station04,46,2024-08-19 00:45:00,229.49,0.04,0.32,0.003,49.55,0.05
Station04,47,2024-08-19 00:46:00,225.34,0.04,0.14,0.003,49.67,0.06
Station04,48,2024-08-19 00:47:00,222.15,0.03,0.35,0.002,49.79,0.07
Station04,49,2024-08-19 00:48:00,237.5,0.05,0.03,0.001,49.7,0.09
Station04,50,2024-08-19 00:49:00,225.23,0.05,0.06,0.002,50.0,0.05
Station04,51,2024-08-19 00:50:00,228.36,0.05,0.12,0.002,49.84,0.09
Station04,52,2024-08-19 00:51:00,227.06,0.04,0.22,0.001,50.12,0.01
Station04,53,2024-08-19 00:52:00,235.04,0.03,0.39,0.003,49.59,0.06
Station04,54,2024-08-19 00:53:00,221.08,0.05,0.33,0.003,50.19,0.0
Station04,55,2024-08-19 00:54:00,238.22,0.02,0.16,0.001,49.58,0.01
Station04,56,2024-08-19 00:55:00,227.36,0.03,0.42,0.002,49.86,0.06
Station04,57,2024-08-19 00:56:00,223.39,0.04,0.04,0.002,49.81,0.02
Station04,58,2024-08-19 00:57:00,225.74,0.04,0.17,0.001,49.57,0.01
Station04,59,2024-08-19 00:58:00,236.54,0.04,0.39,0.002,49.96,0.01
Station04,60,2024-08-19 00:59:00,222.39,0.04,0.09,0.003,49.74,0.03
Station04,61,2024-08-19 01:00:00,231.12,0.04,0.27,0.002,49.61,0.01
Station04,62,2024-08-19 01:01:00,225.06,0.05,0.28,0.003,49.56,0.07
Station04,63,2024-08-19 01:02:00,226.72,0.02,0.31,0.003,50.33,0.07
Station04,64,2024-08-19 01:03:00,221.54,0.03,0.16,0.003,50.33,0.03
Station04,65,2024-08-19 01:04:00,229.94,0.05,0.13,0.003,50.18,0.08
Station04,66,2024-08-19 01:05:00,231.97,0.03,0.1,0.001,50.24,0.06
Station04,67,2024-08-19 01:06:00,221.12,0.04,0.28,0.003,49.54,0.02
Station04,68,2024-08-19 01:07:00,238.77,0.03,0.1,0.002,50.43,0.03
Station04,69,2024-08-19 01:08:00,220.84,0.05,0.33,0.002,50.05,0.07
Station04,70,2024-08-19 01:09:00,223.78,0.04,0.12,0.002,50.34,0.06
Station04,71,2024-08-19 01:10:00,228.71,0.04,0.25,0.003,50.31,0.08
Station04,72,2024-08-19 01:11:00,231.22,0.02,0.29,0.002,50.04,0.04
Station04,73,2024-08-19 01:12:00,221.71,0.03,0.04,0.002,50.25,0.05
Station04,74,2024-08-19 01:13:00,229.08,0.04,0.21,0.002,50.37,0.03
Station04,75,2024-08-19 01:14:00,237.73,0.05,0.32,0.001,50.19,0.08
Station04,76,2024-08-19 01:15:00,222.54,0.05,0.08,0.001,50.1,0.02
Station04,77,2024-08-19 01:16:00,234.02,0.03,0.35,0.003,49.89,0.04
Station04,78,2024-08-19 01:17:00,239.98,0.05,0.24,0.003,50.27,0.08
Station04,79,2024-08-19 01:18:00,226.1,0.02,0.25,0.001,50.41,0.01
Station04,80,2024-08-19 01:19:00,227.84,0.05,0.36,0.002,50.48,0.09
Station04,81,2024-08-19 01:20:00,236.16,0.04,0.41,0.003,49.77,0.05
Station04,82,2024-08-19 01:21:00,226.06,0.04,0.31,0.003,49.82,0.07
Station04,83,2024-08-19 01:22:00,235.9,0.03,0.26,0.001,49.54,0.01
Station04,84,2024-08-19 01:23:00,221.41,0.03,0.01,0.002,49.91,0.09
Station04,85,2024-08-19 01:24:00,223.68,0.04,0.08,0.002,50.37,0.0
Station04,86,2024-08-19 01:25:00,235.77,0.03,0.36,0.001,49.83,0.0
Station04,87,2024-08-19 01:26:00,221.86,0.05,0.0,0.003,50.17,0.05
Station04,88,2024-08-19 01:27:00,233.78,0.02,0.16,0.002,50.37,0.06
Station04,89,2024-08-19 01:28:00,237.83,0.03,0.49,0.003,50.21,0.01
Station04,90,2024-08-19 01:29:00,230.23,0.03,0.32,0.001,49.61,0.01
Station04,91,2024-08-19 01:30:00,229.9,0.04,0.31,0.002,50.09,0.09
Station04,92,2024-08-19 01:31:00,228.45,0.05,0.41,0.001,49.53,0.05
Station04,93,2024-08-19 01:32:00,231.86,0.03,0.32,0.001,49.85,0.08
Station04,94,2024-08-19 01:33:00,226.52,0.03,0.34,0.002,50.38,0.0
Station04,95,2024-08-19 01:34:00,228.86,0.02,0.29,0.002,49.52,0.06
Station04,96,2024-08-19 01:35:00,232.77,0.03,0.38,0.002,50.23,0.07
Station04,97,2024-08-19 01:36:00,236.08,0.04,0.17,0.003,50.45,0.05
Station04,98,2024-08-19 01:37:00,225.6,0.03,0.48,0.001,49.96,0.07
Station04,99,2024-08-19 01:38:00,232.84,0.03,0.44,0.001,50.11,0.02
Station04,100,2024-08-19 01:39:00,230.28,0.04,0.35,0.001,49.66,0.05
Station04,101,2024-08-19 01:40:00,222.52,0.04,0.36,0.002,49.68,0.03
Station04,102,2024-08-19 01:41:00,231.75,0.05,0.35,0.003,49.99,0.06
Station04,103,2024-08-19 01:42:00,232.41,0.04,0.5,0.003,49.95,0.1
Station04,104,2024-08-19 01:43:00,222.98,0.05,0.15,0.003,49.73,0.06
Station04,105,2024-08-19 01:44:00,231.7,0.02,0.24,0.003,49.82,0.02
Station04,106,2024-08-19 01:45:00,232.81,0.03,0.49,0.002,50.22,0.06
Station04,107,2024-08-19 01:46:00,226.92,0.04,0.48,0.002,50.0,0.08
Station04,108,2024-08-19 01:47:00,221.28,0.04,0.09,0.001,49.69,0.09
Station04,109,2024-08-19 01:48:00,228.66,0.03,0.41,0.001,49.57,0.08
Station04,110,2024-08-19 01:49:00,225.71,0.04,0.31,0.002,49.91,0.02
Station04,111,2024-08-19 01:50:00,230.88,0.03,0.3,0.002,50.45,0.09
Station04,112,2024-08-19 01:51:00,237.77,0.03,0.36,0.002,49.75,0.04
Station04,113,2024-08-19 01:52:00,236.61,0.04,0.26,0.002,50.38,0.07
Station04,114,2024-08-19 01:53:00,220.32,0.03,0.35,0.001,49.72,0.03
Station04,115,2024-08-19 01:54:00,227.94,0.03,0.19,0.002,49.56,0.01
Station04,116,2024-08-19 01:55:00,226.49,0.02,0.12,0.002,50.27,0.06
Station04,117,2024-08-19 01:56:00,239.21,0.04,0.17,0.003,50.22,0.06
Station04,118,2024-08-19 01:57:00,228.41,0.02,0.19,0.002,49.83,0.09
Station04,119,2024-08-19 01:58:00,234.28,0.03,0.18,0.001,50.36,0.04
Station04,120,2024-08-19 01:59:00,234.21,0.03,0.18,0.002,50.47,0.09
Station04,121,2024-08-19 02:00:00,224.99,0.03,0.01,0.001,50.36,0.04
Station04,122,2024-08-19 02:01:00,237.33,0.02,0.11,0.002,50.21,0.05
Station04,123,2024-08-19 02:02:00,233.81,0.04,0.04,0.003,49.84,0.07
Station04,124,2024-08-19 02:03:00,227.62,0.02,0.16,0.002,50.36,0.06
Station04,125,2024-08-19 02:04:00,228.71,0.03,0.25,0.002,50.08,0.03
Station04,126,2024-08-19 02:05:00,220.85,0.05,0.48,0.001,50.19,0.03
Station04,127,2024-08-19 02:06:00,233.53,0.03,0.31,0.003,50.2,0.07
Station04,128,2024-08-19 02:07:00,222.94,0.04,0.24,0.002,49.81,0.04
Station04,129,2024-08-19 02:08:00,229.24,0.03,0.48,0.003,50.03,0.0
Station04,130,2024-08-19 02:09:00,225.85,0.03,0.0,0.002,50.35,0.09
Station04,131,2024-08-19 02:10:00,237.35,0.03,0.24,0.002,50.41,0.05
Station04,132,2024-08-19 02:11:00,231.27,0.04,0.38,0.002,49.69,0.08
Station04,133,2024-08-19 02:12:00,222.93,0.03,0.41,0.003,49.74,0.08
Station04,134,2024-08-19 02:13:00,229.91,0.02,0.27,0.002,50.33,0.09
Station04,135,2024-08-19 02:14:00,238.12,0.03,0.39,0.003,50.14,0.03
Station04,136,2024-08-19 02:15:00,226.3,0.04,0.42,0.003,50.09,0.03
Station04,137,2024-08-19 02:16:00,233.72,0.04,0.21,0.002,50.15,0.01
Station04,138,2024-08-19 02:17:00,236.83,0.03,0.42,0.003,50.47,0.08
Station04,139,2024-08-19 02:18:00,233.88,0.03,0.26,0.003,50.19,0.07
Station04,140,2024-08-19 02:19:00,226.4,0.02,0.03,0.001,49.97,0.09
Station04,141,2024-08-19 02:20:00,221.44,0.03,0.29,0.002,50.1,0.08
Station04,142,2024-08-19 02:21:00,227.58,0.04,0.41,0.002,50.19,0.02
Station04,143,2024-08-19 02:22:00,222.34,0.02,0.18,0.002,49.89,0.04
Station04,144,2024-08-19 02:23:00,232.52,0.04,0.45,0.002,50.35,0.06
Station04,145,2024-08-19 02:24:00,233.12,0.04,0.03,0.002,50.26,0.04
Station04,146,2024-08-19 02:25:00,225.93,0.05,0.34,0.002,49.83,0.03
Station04,147,2024-08-19 02:26:00,232.81,0.03,0.39,0.002,50.12,0.04
Station04,148,2024-08-19 02:27:00,224.24,0.04,0.22,0.002,50.2,0.06
Station04,149,2024-08-19 02:28:00,221.35,0.03,0.19,0.002,49.76,0.08
Station04,150,2024-08-19 02:29:00,220.99,0.05,0.16,0.001,49.51,0.02
Station04,151,2024-08-19 02:30:00,222.48,0.04,0.32,0.002,50.0,0.03
Station04,152,2024-08-19 02:31:00,233.14,0.03,0.34,0.001,49.93,0.03
Station04,153,2024-08-19 02:32:00,221.24,0.05,0.05,0.002,50.07,0.1
Station04,154,2024-08-19 02:33:00,228.21,0.02,0.22,0.003,50.36,0.01
Station04,155,2024-08-19 02:34:00,223.07,0.05,0.21,0.003,50.36,0.07
Station04,156,2024-08-19 02:35:00,237.22,0.03,0.01,0.002,49.65,0.01
Station04,157,2024-08-19 02:36:00,225.18,0.05,0.07,0.002,49.59,0.08
Station04,158,2024-08-19 02:37:00,239.77,0.02,0.3,0.003,49.96,0.08
Station04,159,2024-08-19 02:38:00,230.04,0.05,0.01,0.002,50.08,0.03
Station04,160,2024-08-19 02:39:00,230.94,0.05,0.41,0.003,50.05,0.04
Station04,161,2024-08-19 02:40:00,226.4,0.05,0.24,0.002,49.51,0.05
Station04,162,2024-08-19 02:41:00,229.63,0.04,0.23,0.001,49.87,0.06
Station04,163,2024-08-19 02:42:00,227.71,0.02,0.0,0.002,50.0,0.04
Station04,164,2024-08-19 02:43:00,239.62,0.04,0.34,0.002,49.74,0.03
Station04,165,2024-08-19 02:44:00,225.06,0.03,0.19,0.001,49.58,0.06
Station04,166,2024-08-19 02:45:00,232.32,0.03,0.43,0.002,50.22,0.0
Station04,167,2024-08-19 02:46:00,229.07,0.03,0.31,0.001,50.38,0.07
Station04,168,2024-08-19 02:47:00,232.33,0.05,0.47,0.002,50.37,0.1
Station04,169,2024-08-19 02:48:00,235.23,0.04,0.14,0.001,50.46,0.07
Station04,170,2024-08-19 02:49:00,231.15,0.02,0.44,0.001,49.64,0.08
Station04,171,2024-08-19 02:50:00,234.25,0.04,0.04,0.002,50.07,0.02
Station04,172,2024-08-19 02:51:00,228.99,0.05,0.26,0.003,50.02,0.04
Station04,173,2024-08-19 02:52:00,222.32,0.03,0.48,0.001,49.86,0.06
Station04,174,2024-08-19 02:53:00,231.09,0.04,0.39,0.002,49.96,0.02
Station04,175,2024-08-19 02:54:00,222.79,0.05,0.14,0.002,50.31,0.09
Station04,176,2024-08-19 02:55:00,239.78,0.03,0.27,0.003,49.82,0.09
Station04,177,2024-08-19 02:56:00,236.68,0.03,0.03,0.003,50.47,0.09
Station04,178,2024-08-19 02:57:00,231.08,0.04,0.3,0.003,49.99,0.05
Station04,179,2024-08-19 02:58:00,235.2,0.03,0.36,0.003,49.51,0.01
Station04,180,2024-08-19 02:59:00,229.94,0.04,0.37,0.002,49.88,0.03
Station04,181,2024-08-19 03:00:00,237.5,0.04,0.19,0.002,50.24,0.05
Station04,182,2024-08-19 03:01:00,228.62,0.03,0.42,0.002,50.12,0.06
Station04,183,2024-08-19 03:02:00,227.15,0.02,0.33,0.003,50.04,0.01
Station04,184,2024-08-19 03:03:00,237.31,0.05,0.4,0.002,50.09,0.05
Station04,185,2024-08-19 03:04:00,237.02,0.02,0.13,0.003,49.55,0.07
Station04,186,2024-08-19 03:05:00,239.79,0.04,0.13,0.001,50.41,0.1
Station04,187,2024-08-19 03:06:00,234.31,0.03,0.16,0.003,50.07,0.04
Station04,188,2024-08-19 03:07:00,231.08,0.03,0.42,0.003,50.18,0.04
Station04,189,2024-08-19 03:08:00,236.95,0.04,0.5,0.002,50.06,0.03
Station04,190,2024-08-19 03:09:00,239.16,0.05,0.45,0.002,50.11,0.05
Station04,191,2024-08-19 03:10:00,237.87,0.05,0.02,0.002,49.59,0.08
Station04,192,2024-08-19 03:11:00,235.38,0.04,0.36,0.002,50.03,0.04
Station04,193,2024-08-19 03:12:00,223.62,0.02,0.04,0.002,49.9,0.06
Station04,194,2024-08-19 03:13:00,236.63,0.04,0.25,0.001,50.28,0.02
Station04,195,2024-08-19 03:14:00,239.78,0.05,0.1,0.003,49.83,0.1
Station04,196,2024-08-19 03:15:00,235.61,0.02,0.46,0.003,50.06,0.0
Station04,197,2024-08-19 03:16:00,236.27,0.05,0.22,0.003,49.71,0.08
Station04,198,2024-08-19 03:17:00,233.08,0.03,0.09,0.001,50.24,0.1
Station04,199,2024-08-19 03:18:00,234.29,0.02,0.36,0.002,50.31,0.07
Station04,200,2024-08-19 03:19:00,232.6,0.04,0.25,0.001,50.27,0.02
Station04,201,2024-08-19 03:20:00,232.77,0.05,0.49,0.002,50.1,0.07
Station04,202,2024-08-19 03:21:00,225.29,0.05,0.27,0.002,49.52,0.04
Station04,203,2024-08-19 03:22:00,227.7,0.02,0.22,0.003,49.77,0.01
Station04,204,2024-08-19 03:23:00,229.15,0.03,0.11,0.003,50.16,0.07
Station04,205,2024-08-19 03:24:00,237.81,0.04,0.28,0.002,50.16,0.09
Station04,206,2024-08-19 03:25:00,223.56,0.03,0.31,0.002,49.51,0.04
Station04,207,2024-08-19 03:26:00,225.08,0.02,0.1,0.002,49.57,0.08
Station04,208,2024-08-19 03:27:00,222.91,0.03,0.17,0.002,49.73,0.04
Station04,209,2024-08-19 03:28:00,223.28,0.02,0.42,0.001,49.72,0.06
Station04,210,2024-08-19 03:29:00,222.93,0.03,0.27,0.002,49.56,0.09
Station04,211,2024-08-19 03:30:00,238.34,0.02,0.34,0.002,50.28,0.07
Station04,212,2024-08-19 03:31:00,238.44,0.04,0.32,0.001,50.43,0.02
Station04,213,2024-08-19 03:32:00,221.4,0.03,0.07,0.002,50.38,0.09
Station04,214,2024-08-19 03:33:00,235.67,0.05,0.5,0.001,50.19,0.02
Station04,215,2024-08-19 03:34:00,237.21,0.04,0.04,0.001,49.66,0.1
Station04,216,2024-08-19 03:35:00,232.63,0.03,0.26,0.002,50.09,0.07
Station04,217,2024-08-19 03:36:00,236.24,0.05,0.48,0.002,49.81,0.0
Station04,218,2024-08-19 03:37:00,222.34,0.05,0.14,0.002,50.44,0.07
Station04,219,2024-08-19 03:38:00,224.94,0.04,0.1,0.001,49.57,0.04
Station04,220,2024-08-19 03:39:00,226.58,0.04,0.05,0.001,50.12,0.06
Station04,221,2024-08-19 03:40:00,234.89,0.03,0.37,0.001,49.66,0.02
Station04,222,2024-08-19 03:41:00,235.56,0.04,0.01,0.002,49.56,0.07
Station04,223,2024-08-19 03:42:00,227.27,0.02,0.11,0.002,49.95,0.05
Station04,224,2024-08-19 03:43:00,235.54,0.03,0.05,0.002,49.58,0.04
Station04,225,2024-08-19 03:44:00,239.71,0.05,0.05,0.001,49.79,0.08
Station04,226,2024-08-19 03:45:00,230.38,0.04,0.09,0.002,50.19,0.03
Station04,227,2024-08-19 03:46:00,224.28,0.02,0.3,0.002,50.21,0.09
Station04,228,2024-08-19 03:47:00,222.02,0.04,0.22,0.002,50.3,0.06
Station04,229,2024-08-19 03:48:00,228.26,0.03,0.47,0.003,50.45,0.04
Station04,230,2024-08-19 03:49:00,224.48,0.03,0.15,0.002,49.71,0.09
Station04,231,2024-08-19 03:50:00,226.27,0.03,0.07,0.001,50.39,0.07
Station04,232,2024-08-19 03:51:00,238.98,0.05,0.05,0.002,49.66,0.07
Station04,233,2024-08-19 03:52:00,233.63,0.04,0.35,0.003,49.66,0.08
Station04,234,2024-08-19 03:53:00,222.02,0.03,0.2,0.002,50.39,0.02
Station04,235,2024-08-19 03:54:00,239.62,0.02,0.26,0.003,50.24,0.08
Station04,236,2024-08-19 03:55:00,236.79,0.04,0.33,0.002,49.67,0.04
Station04,237,2024-08-19 03:56:00,238.91,0.04,0.23,0.002,50.04,0.04
Station04,238,2024-08-19 03:57:00,224.9,0.04,0.1,0.002,49.92,0.07
Station04,239,2024-08-19 03:58:00,221.35,0.03,0.33,0.002,49.86,0.08
Station04,240,2024-08-19 03:59:00,222.87,0.03,0.43,0.001,50.45,0.1
Station04,241,2024-08-19 04:00:00,239.71,0.05,0.49,0.002,50.02,0.01
Station04,242,2024-08-19 04:01:00,233.27,0.03,0.39,0.002,50.02,0.04
Station04,243,2024-08-19 04:02:00,223.08,0.05,0.1,0.003,50.37,0.02
Station04,244,2024-08-19 04:03:00,235.77,0.04,0.38,0.002,49.83,0.06
Station04,245,2024-08-19 04:04:00,234.12,0.05,0.27,0.001,50.25,0.05
Station04,246,2024-08-19 04:05:00,238.27,0.03,0.02,0.002,49.84,0.06
Station04,247,2024-08-19 04:06:00,225.05,0.02,0.24,0.002,49.71,0.08
Station04,248,2024-08-19 04:07:00,221.42,0.04,0.32,0.002,49.52,0.02
Station04,249,2024-08-19 04:08:00,230.25,0.03,0.45,0.002,50.02,0.01
Station04,250,2024-08-19 04:09:00,224.9,0.04,0.31,0.002,49.99,0.05
Station04,251,2024-08-19 04:10:00,236.67,0.03,0.43,0.003,49.93,0.03
Station04,252,2024-08-19 04:11:00,221.27,0.03,0.12,0.003,50.24,0.03
Station04,253,2024-08-19 04:12:00,225.99,0.03,0.26,0.001,49.97,0.02
Station04,254,2024-08-19 04:13:00,232.83,0.04,0.17,0.002,49.55,0.08
Station04,255,2024-08-19 04:14:00,231.11,0.05,0.06,0.002,49.76,0.06
Station04,256,2024-08-19 04:15:00,239.82,0.05,0.16,0.002,49.88,0.05
Station04,257,2024-08-19 04:16:00,236.22,0.04,0.13,0.001,50.22,0.01
Station04,258,2024-08-19 04:17:00,237.83,0.05,0.01,0.002,49.78,0.06
Station04,259,2024-08-19 04:18:00,225.04,0.05,0.08,0.002,49.59,0.0
Station04,260,2024-08-19 04:19:00,237.41,0.04,0.3,0.002,50.01,0.08
Station04,261,2024-08-19 04:20:00,221.87,0.05,0.26,0.001,50.04,0.03
Station04,262,2024-08-19 04:21:00,227.02,0.04,0.06,0.002,50.41,0.03
Station04,263,2024-08-19 04:22:00,223.98,0.03,0.31,0.002,49.78,0.09
Station04,264,2024-08-19 04:23:00,239.65,0.03,0.04,0.003,49.86,0.09
Station04,265,2024-08-19 04:24:00,236.13,0.04,0.34,0.001,50.37,0.06
Station04,266,2024-08-19 04:25:00,222.69,0.04,0.43,0.003,50.13,0.0
Station04,267,2024-08-19 04:26:00,236.94,0.03,0.06,0.002,50.49,0.0
Station04,268,2024-08-19 04:27:00,223.95,0.05,0.17,0.003,50.01,0.09
Station04,269,2024-08-19 04:28:00,239.65,0.05,0.17,0.002,49.56,0.02
Station04,270,2024-08-19 04:29:00,225.2,0.05,0.06,0.003,49.74,0.05
Station04,271,2024-08-19 04:30:00,236.62,0.02,0.22,0.003,50.32,0.03
Station04,272,2024-08-19 04:31:00,227.11,0.05,0.14,0.002,49.69,0.02
Station04,273,2024-08-19 04:32:00,232.68,0.04,0.48,0.003,49.54,0.04
Station04,274,2024-08-19 04:33:00,223.78,0.04,0.45,0.003,50.17,0.08
Station04,275,2024-08-19 04:34:00,227.9,0.04,0.02,0.002,49.71,0.02
Station04,276,2024-08-19 04:35:00,232.01,0.03,0.15,0.003,49.87,0.04
Station04,277,2024-08-19 04:36:00,233.73,0.02,0.43,0.002,49.77,0.09
Station04,278,2024-08-19 04:37:00,229.54,0.05,0.42,0.003,50.09,0.07
Station04,279,2024-08-19 04:38:00,224.89,0.02,0.38,0.002,50.3,0.06
Station04,280,2024-08-19 04:39:00,225.29,0.02,0.34,0.003,50.36,0.06
Station04,281,2024-08-19 04:40:00,237.55,0.04,0.34,0.002,50.31,0.03
Station04,282,2024-08-19 04:41:00,231.84,0.04,0.06,0.002,50.28,0.09
Station04,283,2024-08-19 04:42:00,233.36,0.03,0.25,0.001,49.61,0.08
Station04,284,2024-08-19 04:43:00,238.69,0.03,0.48,0.003,49.95,0.02
Station04,285,2024-08-19 04:44:00,238.58,0.04,0.36,0.001,49.73,0.1
Station04,286,2024-08-19 04:45:00,220.79,0.03,0.47,0.002,50.44,0.02
Station04,287,2024-08-19 04:46:00,228.39,0.04,0.38,0.001,49.67,0.0
Station04,288,2024-08-19 04:47:00,235.32,0.04,0.43,0.003,50.46,0.06
Station04,289,2024-08-19 04:48:00,226.06,0.03,0.38,0.003,50.3,0.09
Station04,290,2024-08-19 04:49:00,232.47,0.03,0.39,0.001,49.52,0.07
Station04,291,2024-08-19 04:50:00,222.58,0.02,0.1,0.002,50.48,0.04
Station04,292,2024-08-19 04:51:00,229.92,0.03,0.02,0.002,50.3,0.09
Station04,293,2024-08-19 04:52:00,228.99,0.03,0.5,0.001,49.74,0.03
Station04,294,2024-08-19 04:53:00,236.52,0.05,0.41,0.003,49.81,0.01
Station04,295,2024-08-19 04:54:00,230.23,0.04,0.23,0.002,50.4,0.09
Station04,296,2024-08-19 04:55:00,221.49,0.02,0.22,0.002,50.0,0.04
Station04,297,2024-08-19 04:56:00,239.55,0.03,0.16,0.002,50.41,0.06
Station04,298,2024-08-19 04:57:00,222.94,0.04,0.27,0.003,50.45,0.0
Station04,299,2024-08-19 04:58:00,221.18,0.04,0.06,0.001,50.32,0.01
Station04,300,2024-08-19 04:59:00,234.61,0.05,0.25,0.003,49.55,0.04
Station04,301,2024-08-19 05:00:00,227.83,0.04,0.18,0.001,49.66,0.03
Station04,302,2024-08-19 05:01:00,220.34,0.03,0.09,0.001,49.7,0.09
Station04,303,2024-08-19 05:02:00,227.01,0.03,0.14,0.003,49.65,0.08
Station04,304,2024-08-19 05:03:00,230.93,0.02,0.44,0.001,49.85,0.02
Station04,305,2024-08-19 05:04:00,221.17,0.04,0.17,0.002,50.27,0.01
Station04,306,2024-08-19 05:05:00,238.67,0.05,0.44,0.001,49.8,0.08
Station04,307,2024-08-19 05:06:00,231.2,0.03,0.21,0.002,49.61,0.07
Station04,308,2024-08-19 05:07:00,239.51,0.03,0.24,0.002,50.03,0.01
Station04,309,2024-08-19 05:08:00,223.1,0.05,0.08,0.002,49.66,0.09
Station04,310,2024-08-19 05:09:00,225.83,0.04,0.09,0.002,50.18,0.04
Station04,311,2024-08-19 05:10:00,227.52,0.02,0.26,0.002,49.76,0.09
Station04,312,2024-08-19 05:11:00,231.63,0.04,0.34,0.001,50.49,0.06
Station04,313,2024-08-19 05:12:00,220.97,0.05,0.15,0.002,49.89,0.04
Station04,314,2024-08-19 05:13:00,225.25,0.04,0.4,0.003,49.75,0.04
Station04,315,2024-08-19 05:14:00,235.7,0.04,0.17,0.003,49.9,0.1
Station04,316,2024-08-19 05:15:00,229.72,0.03,0.47,0.002,49.63,0.1
Station04,317,2024-08-19 05:16:00,234.4,0.02,0.23,0.003,49.9,0.01
Station04,318,2024-08-19 05:17:00,237.1,0.04,0.47,0.001,50.04,0.05
Station04,319,2024-08-19 05:18:00,231.91,0.02,0.42,0.002,50.36,0.08
Station04,320,2024-08-19 05:19:00,224.35,0.05,0.17,0.002,50.37,0.05
Station04,321,2024-08-19 05:20:00,239.32,0.04,0.07,0.001,50.02,0.07
Station04,322,2024-08-19 05:21:00,230.92,0.04,0.32,0.001,50.4,0.04
Station04,323,2024-08-19 05:22:00,227.95,0.04,0.34,0.001,50.05,0.07
