Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
Station02,151,2024-08-19 02:30:00,228.23,0.02,0.07,0.002,50.14,0.08
Station02,152,2024-08-19 02:31:00,229.05,0.05,0.35,0.003,49.63,0.03
Station02,153,2024-08-19 02:32:00,225.1,0.04,0.07,0.002,49.81,0.09
Station02,154,2024-08-19 02:33:00,232.57,0.02,0.26,0.003,50.33,0.09
Station02,155,2024-08-19 02:34:00,239.51,0.03,0.06,0.001,49.86,0.05
Station02,156,2024-08-19 02:35:00,221.35,0.04,0.12,0.001,50.08,0.02
Station02,157,2024-08-19 02:36:00,229.46,0.04,0.23,0.002,49.78,0.07
Station02,158,2024-08-19 02:37:00,235.11,0.05,0.26,0.003,50.36,0.1
Station02,159,2024-08-19 02:38:00,222.44,0.03,0.3,0.002,49.72,0.01
Station02,160,2024-08-19 02:39:00,234.01,0.04,0.35,0.001,50.18,0.1
Station02,161,2024-08-19 02:40:00,240.0,0.03,0.26,0.001,50.15,0.09
Station02,162,2024-08-19 02:41:00,222.35,0.04,0.09,0.003,49.74,0.04
Station02,163,2024-08-19 02:42:00,238.89,0.03,0.12,0.002,49.74,0.08
Station02,164,2024-08-19 02:43:00,223.19,0.03,0.11,0.001,50.23,0.06
Station02,165,2024-08-19 02:44:00,234.46,0.05,0.47,0.002,49.89,0.02
Station02,166,2024-08-19 02:45:00,223.4,0.04,0.07,0.001,50.15,0.03
Station02,167,2024-08-19 02:46:00,236.46,0.02,0.43,0.002,50.04,0.05
Station02,168,2024-08-19 02:47:00,220.78,0.04,0.25,0.003,49.55,0.02
Station02,169,2024-08-19 02:48:00,237.85,0.04,0.17,0.003,49.79,0.04
Station02,170,2024-08-19 02:49:00,226.67,0.03,0.19,0.002,49.75,0.02
Station02,171,2024-08-19 02:50:00,236.75,0.05,0.36,0.003,50.22,0.08
Station02,172,2024-08-19 02:51:00,220.83,0.04,0.37,0.002,49.86,0.04
Station02,173,2024-08-19 02:52:00,239.19,0.04,0.18,0.001,49.6,0.0
Station02,174,2024-08-19 02:53:00,236.97,0.04,0.1,0.001,49.75,0.09
Station02,175,2024-08-19 02:54:00,229.69,0.04,0.05,0.002,49.86,0.0
Station02,176,2024-08-19 02:55:00,234.65,0.02,0.29,0.002,50.2,0.02
Station02,177,2024-08-19 02:56:00,238.78,0.03,0.14,0.001,50.25,0.04
Station02,178,2024-08-19 02:57:00,237.51,0.04,0.17,0.002,50.43,0.07
Station02,179,2024-08-19 02:58:00,223.93,0.02,0.05,0.003,50.16,0.0
Station02,180,2024-08-19 02:59:00,225.7,0.05,0.12,0.001,50.4,0.09
Station02,181,2024-08-19 03:00:00,227.06,0.04,0.11,0.001,50.34,0.05
Station02,182,2024-08-19 03:01:00,234.39,0.03,0.39,0.002,49.9,0.06
Station02,183,2024-08-19 03:02:00,237.65,0.05,0.36,0.002,50.35,0.01
Station02,184,2024-08-19 03:03:00,231.22,0.03,0.1,0.002,49.95,0.03
Station02,185,2024-08-19 03:04:00,226.2,0.04,0.28,0.001,49.61,0.05
Station02,186,2024-08-19 03:05:00,231.0,0.04,0.21,0.003,49.83,0.03
Station02,187,2024-08-19 03:06:00,224.4,0.03,0.2,0.001,49.84,0.07
Station02,188,2024-08-19 03:07:00,221.61,0.04,0.12,0.001,50.15,0.1
Station02,189,2024-08-19 03:08:00,230.67,0.04,0.5,0.003,50.3,0.1
Station02,190,2024-08-19 03:09:00,236.73,0.03,0.37,0.002,50.27,0.05
Station02,191,2024-08-19 03:10:00,226.06,0.02,0.1,0.001,50.43,0.04
Station02,192,2024-08-19 03:11:00,237.52,0.04,0.26,0.002,49.59,0.04
Station02,193,2024-08-19 03:12:00,239.6,0.04,0.3,0.002,49.96,0.06
Station02,194,2024-08-19 03:13:00,238.99,0.03,0.44,0.001,49.64,0.09
Station02,195,2024-08-19 03:14:00,239.66,0.04,0.15,0.002,49.81,0.03
Station02,196,2024-08-19 03:15:00,226.5,0.03,0.27,0.001,50.38,0.07
Station02,197,2024-08-19 03:16:00,237.78,0.05,0.18,0.001,49.95,0.04
Station02,198,2024-08-19 03:17:00,221.26,0.03,0.37,0.002,50.46,0.02
Station02,199,2024-08-19 03:18:00,227.4,0.02,0.14,0.001,49.83,0.02
Station02,200,2024-08-19 03:19:00,227.32,0.04,0.41,0.003,50.11,0.05
Station02,201,2024-08-19 03:20:00,239.76,0.03,0.47,0.003,50.05,0.09
Station02,202,2024-08-19 03:21:00,229.26,0.05,0.47,0.002,50.13,0.07
Station02,203,2024-08-19 03:22:00,224.76,0.02,0.09,0.003,50.5,0.09
Station02,204,2024-08-19 03:23:00,232.0,0.04,0.29,0.002,49.96,0.03
Station02,205,2024-08-19 03:24:00,239.27,0.05,0.16,0.002,49.91,0.05
Station02,206,2024-08-19 03:25:00,226.78,0.03,0.36,0.002,50.03,0.02
Station02,207,2024-08-19 03:26:00,230.52,0.04,0.39,0.001,49.81,0.01
Station02,208,2024-08-19 03:27:00,229.66,0.03,0.41,0.002,50.32,0.04
Station02,209,2024-08-19 03:28:00,230.66,0.03,0.26,0.002,49.54,0.05
Station02,210,2024-08-19 03:29:00,233.45,0.04,0.12,0.002,49.84,0.06
Station02,211,2024-08-19 03:30:00,231.0,0.03,0.18,0.002,49.52,0.1
Station02,212,2024-08-19 03:31:00,232.5,0.04,0.2,0.003,49.99,0.01
Station02,213,2024-08-19 03:32:00,220.74,0.04,0.26,0.001,49.94,0.06
Station02,214,2024-08-19 03:33:00,238.84,0.04,0.33,0.001,50.04,0.06
Station02,215,2024-08-19 03:34:00,228.95,0.04,0.1,0.003,49.62,0.1
Station02,216,2024-08-19 03:35:00,226.35,0.04,0.26,0.001,50.19,0.02
Station02,217,2024-08-19 03:36:00,236.5,0.04,0.27,0.002,50.4,0.07
Station02,218,2024-08-19 03:37:00,229.9,0.05,0.09,0.002,49.68,0.02
Station02,219,2024-08-19 03:38:00,224.39,0.05,0.04,0.002,50.02,0.04
Station02,220,2024-08-19 03:39:00,237.01,0.04,0.13,0.002,49.6,0.08
Station02,221,2024-08-19 03:40:00,233.0,0.05,0.1,0.002,50.34,0.02
Station02,222,2024-08-19 03:41:00,227.65,0.05,0.39,0.003,50.37,0.01
Station02,223,2024-08-19 03:42:00,222.01,0.02,0.07,0.001,50.22,0.06
Station02,224,2024-08-19 03:43:00,238.64,0.04,0.46,0.002,49.56,0.04
Station02,225,2024-08-19 03:44:00,235.93,0.03,0.29,0.002,50.3,0.09
Station02,226,2024-08-19 03:45:00,231.52,0.05,0.07,0.003,50.37,0.1
Station02,227,2024-08-19 03:46:00,223.04,0.03,0.13,0.002,50.23,0.03
Station02,228,2024-08-19 03:47:00,231.49,0.05,0.22,0.001,50.17,0.07
Station02,229,2024-08-19 03:48:00,235.29,0.03,0.49,0.002,50.15,0.05
Station02,230,2024-08-19 03:49:00,238.93,0.02,0.46,0.003,49.59,0.01
Station02,231,2024-08-19 03:50:00,223.41,0.02,0.46,0.001,50.17,0.06
Station02,232,2024-08-19 03:51:00,224.46,0.03,0.2,0.001,50.1,0.09
Station02,233,2024-08-19 03:52:00,239.83,0.03,0.45,0.001,49.66,0.07
Station02,234,2024-08-19 03:53:00,232.48,0.05,0.43,0.003,50.43,0.07
Station02,235,2024-08-19 03:54:00,225.37,0.04,0.14,0.003,49.88,0.06
Station02,236,2024-08-19 03:55:00,230.01,0.03,0.15,0.001,50.04,0.08
Station02,237,2024-08-19 03:56:00,234.29,0.04,0.12,0.001,49.56,0.09
Station02,238,2024-08-19 03:57:00,230.05,0.04,0.41,0.002,50.31,0.09
Station02,239,2024-08-19 03:58:00,226.4,0.03,0.29,0.002,50.06,0.01
Station02,240,2024-08-19 03:59:00,226.84,0.03,0.42,0.002,50.36,0.1
Station02,241,2024-08-19 04:00:00,227.39,0.05,0.49,0.002,50.32,0.08
Station02,242,2024-08-19 04:01:00,233.19,0.04,0.46,0.003,50.37,0.02
Station02,243,2024-08-19 04:02:00,225.2,0.04,0.37,0.002,50.05,0.04
Station02,244,2024-08-19 04:03:00,224.65,0.05,0.37,0.001,49.97,0.08
Station02,245,2024-08-19 04:04:00,230.65,0.03,0.28,0.003,50.29,0.04
Station02,246,2024-08-19 04:05:00,220.97,0.03,0.48,0.001,49.79,0.08
Station02,247,2024-08-19 04:06:00,236.79,0.04,0.2,0.003,50.04,0.06
Station02,248,2024-08-19 04:07:00,221.71,0.03,0.37,0.001,49.88,0.05
Station02,249,2024-08-19 04:08:00,223.79,0.04,0.22,0.002,49.65,0.09
Station02,250,2024-08-19 04:09:00,229.71,0.03,0.26,0.002,50.28,0.06
Station02,251,2024-08-19 04:10:00,221.3,0.04,0.19,0.002,49.58,0.06
Station02,252,2024-08-19 04:11:00,239.29,0.04,0.3,0.002,50.18,0.09
Station02,253,2024-08-19 04:12:00,231.16,0.03,0.48,0.001,49.6,0.01
Station02,254,2024-08-19 04:13:00,224.43,0.04,0.46,0.001,49.96,0.02
Station02,255,2024-08-19 04:14:00,232.84,0.03,0.04,0.003,49.7,0.02
Station02,256,2024-08-19 04:15:00,230.05,0.03,0.32,0.002,49.95,0.01
Station02,257,2024-08-19 04:16:00,222.43,0.03,0.16,0.002,50.33,0.02
Station02,258,2024-08-19 04:17:00,237.72,0.04,0.06,0.001,49.92,0.01
Station02,259,2024-08-19 04:18:00,234.2,0.03,0.38,0.002,49.83,0.02
Station02,260,2024-08-19 04:19:00,228.84,0.04,0.18,0.002,49.53,0.02
Station02,261,2024-08-19 04:20:00,231.43,0.04,0.47,0.002,49.94,0.08
Station02,262,2024-08-19 04:21:00,222.54,0.03,0.06,0.002,49.93,0.05
Station02,263,2024-08-19 04:22:00,224.18,0.03,0.45,0.002,50.3,0.07
Station02,264,2024-08-19 04:23:00,226.46,0.05,0.3,0.002,49.63,0.07
Station02,265,2024-08-19 04:24:00,236.62,0.03,0.32,0.002,49.64,0.08
Station02,266,2024-08-19 04:25:00,236.77,0.03,0.26,0.002,50.24,0.04
Station02,267,2024-08-19 04:26:00,224.75,0.03,0.31,0.002,50.01,0.05
Station02,268,2024-08-19 04:27:00,227.73,0.04,0.28,0.002,49.63,0.01
Station02,269,2024-08-19 04:28:00,221.5,0.03,0.26,0.001,49.67,0.1
Station02,270,2024-08-19 04:29:00,225.1,0.03,0.43,0.001,50.13,0.01
Station02,271,2024-08-19 04:30:00,227.3,0.05,0.27,0.002,49.59,0.1
Station02,272,2024-08-19 04:31:00,238.19,0.04,0.32,0.001,49.63,0.08
Station02,273,2024-08-19 04:32:00,237.35,0.05,0.28,0.003,49.85,0.09
Station02,274,2024-08-19 04:33:00,238.63,0.03,0.17,0.002,49.93,0.08
Station02,275,2024-08-19 04:34:00,231.87,0.02,0.12,0.001,50.0,0.02
Station02,276,2024-08-19 04:35:00,231.85,0.04,0.43,0.002,50.32,0.06
Station02,277,2024-08-19 04:36:00,223.21,0.04,0.43,0.002,49.69,0.03
Station02,278,2024-08-19 04:37:00,227.43,0.04,0.07,0.002,50.47,0.1
Station02,279,2024-08-19 04:38:00,224.63,0.04,0.25,0.002,49.67,0.03
Station02,280,2024-08-19 04:39:00,232.07,0.04,0.37,0.002,50.44,0.08
Station02,281,2024-08-19 04:40:00,220.12,0.02,0.36,0.002,49.67,0.09
Station02,282,2024-08-19 04:41:00,234.78,0.03,0.36,0.002,49.98,0.03
Station02,283,2024-08-19 04:42:00,239.09,0.02,0.31,0.001,49.72,0.06
Station02,284,2024-08-19 04:43:00,231.66,0.04,0.14,0.001,50.08,0.09
Station02,285,2024-08-19 04:44:00,221.73,0.05,0.18,0.002,50.49,0.1
Station02,286,2024-08-19 04:45:00,225.99,0.03,0.41,0.003,49.53,0.09
Station02,287,2024-08-19 04:46:00,230.0,0.04,0.01,0.002,50.47,0.03
Station02,288,2024-08-19 04:47:00,221.71,0.03,0.23,0.002,50.18,0.06
Station02,289,2024-08-19 04:48:00,229.09,0.03,0.31,0.002,50.41,0.08
Station02,290,2024-08-19 04:49:00,225.81,0.02,0.11,0.002,49.71,0.0
Station02,291,2024-08-19 04:50:00,221.4,0.04,0.23,0.003,49.95,0.09
Station02,292,2024-08-19 04:51:00,223.85,0.03,0.29,0.003,50.49,0.07
Station02,293,2024-08-19 04:52:00,231.66,0.03,0.02,0.001,49.93,0.06
Station02,294,2024-08-19 04:53:00,236.14,0.03,0.49,0.001,49.9,0.08
Station02,295,2024-08-19 04:54:00,222.37,0.05,0.13,0.003,49.79,0.09
Station02,296,2024-08-19 04:55:00,226.84,0.03,0.17,0.003,49.91,0.03
Station02,297,2024-08-19 04:56:00,234.03,0.04,0.15,0.003,50.37,0.08
Station02,298,2024-08-19 04:57:00,239.42,0.04,0.46,0.001,50.2,0.02
Station02,299,2024-08-19 04:58:00,222.46,0.02,0.48,0.003,49.92,0.04
Station02,300,2024-08-19 04:59:00,221.8,0.03,0.06,0.002,50.36,0.09
Station02,301,2024-08-19 05:00:00,224.14,0.03,0.34,0.003,49.71,0.05
Station02,302,2024-08-19 05:01:00,221.59,0.05,0.02,0.003,50.09,0.0
Station02,303,2024-08-19 05:02:00,237.22,0.04,0.44,0.002,50.33,0.08
Station02,304,2024-08-19 05:03:00,232.31,0.03,0.38,0.002,50.19,0.08
Station02,305,2024-08-19 05:04:00,220.09,0.04,0.44,0.001,50.02,0.01
Station02,306,2024-08-19 05:05:00,232.29,0.03,0.02,0.003,50.0,0.01
Station02,307,2024-08-19 05:06:00,221.69,0.04,0.25,0.002,50.02,0.07
Station02,308,2024-08-19 05:07:00,231.65,0.02,0.31,0.003,50.06,0.0
Station02,309,2024-08-19 05:08:00,235.76,0.04,0.09,0.002,49.66,0.06
Station02,310,2024-08-19 05:09:00,223.58,0.04,0.22,0.003,49.82,0.04
Station02,311,2024-08-19 05:10:00,220.25,0.04,0.07,0.003,50.32,0.01
Station02,312,2024-08-19 05:11:00,231.54,0.03,0.47,0.002,50.42,0.04
Station02,313,2024-08-19 05:12:00,231.81,0.04,0.33,0.002,49.61,0.01
Station02,314,2024-08-19 05:13:00,227.27,0.02,0.45,0.002,50.19,0.01
Station02,315,2024-08-19 05:14:00,234.41,0.02,0.19,0.002,50.1,0.01
Station02,316,2024-08-19 05:15:00,239.3,0.04,0.0,0.001,50.1,0.01
Station02,317,2024-08-19 05:16:00,223.65,0.04,0.48,0.003,49.91,0.01
Station02,318,2024-08-19 05:17:00,226.82,0.03,0.42,0.003,50.33,0.01
Station02,319,2024-08-19 05:18:00,229.88,0.04,0.45,0.002,49.98,0.02
Station02,320,2024-08-19 05:19:00,238.81,0.05,0.5,0.003,49.97,0.07
Station02,321,2024-08-19 05:20:00,226.36,0.03,0.45,0.002,50.01,0.02
Station02,322,2024-08-19 05:21:00,220.57,0.04,0.22,0.001,50.26,0.04
Station02,323,2024-08-19 05:22:00,224.92,0.03,0.25,0.001,50.05,0.07
